,code,lat,lon,city,name
1946,MLE,4.167,73.4974,Male,Male International Airport
1947,MLG,-7.98189,112.627,Malang,Malang
1948,MLH,47.5998,7.53134,Basel Mulhouse Freiburg,Bale Mulhouse Airport
1949,MLI,41.4539,-90.5058,Coal Valley,Quad City Airport
1950,MLL,61.8833,-162.067,Marshall,Marshall
1951,MLM,19.8464,-101.029,Álvaro Obregón,General Francisco J Mujica Airport
1952,MLN,35.2825,-2.9569,Melilla,Melilla Airport
1953,MLO,36.7137,24.5118,Apollonia,Milos Island Airport
1954,MLU,32.5099,-92.044,Monroe,Monroe Regional Airport
1955,MLW,6.2897,-10.7581,Monrovia,Monrovia Spriggs Payne Airport
1956,MLX,38.435,38.0911,Arga,Erhac Airport
1957,MLY,64.9812,-150.637,Manley Hot Springs,Manley Hot Springs
1958,MMB,43.8814,144.163,Ozora-cho,Memanbetsu Airport
1959,MME,54.5116,-1.43475,Darlington,Durham Tees Valley Airport
1960,MMG,-24.4378,121.079,Mount Magnet,Western Australia
1961,MMH,37.6288,-118.844,Mammoth Lakes,Mammoth June Lakes Airport
1962,MMK,68.7794,32.7434,Apatity,Murmashi Airport
1963,MMO,15.2209,-23.1762,Vila do Maio,Maio Airport
1964,MMX,55.5406,13.3666,Svedala,Sturup Airport
1965,MMY,24.7824,125.295,Miyako Jima,Miyako Airport
1966,MNF,-17.6611,177.119,Mana Island,Mana Island Airstrip
1967,MNG,-12.06,134.233,Maningrida,Maningrida Airport
1968,MNJ,-21.2017,48.3583,Mananjary,Mananjary Airport
1969,MNL,14.5114,121.016,Parañaque,Ninoy Aquino International Airport
1970,MNT,65.1987,-149.53,Minto,Minto
1971,MNU,16.4417,97.6694,Moulmein,Moulmein Airport
1972,MOA,38.5702,-109.553,Moa,Moa
1973,MOB,30.6775,-88.243,Mobile,Mobile Regional Airport
1974,MOC,-16.7044,-43.8203,Montes Claros,Montes Claros Airport
1975,MOD,37.6319,-120.959,Modesto,Modesto City County Airport-Harry Sham Field
1976,MOF,-8.6381,122.24,Maumere,Wai Oti Airport
1977,MOG,37.3729,-87.1361,Mong Hsat,Mong Hsat
1978,MOI,-19.8167,-157.717,Mitiaro Island,Mitiaro Island
1979,MOL,62.7466,7.26397,Bolsøya,Aro Airport
1980,MOQ,-20.2836,44.3183,Morondava,Morondava Airport
1981,MOT,48.2554,-101.291,Minot,Minot International Airport
1982,MOU,62.0833,-163.733,Mountain Village,Mountain Village
1983,MOV,-22.0574,148.077,Moranbah,Moranbah Airport
1984,MOZ,-17.5328,-149.839,Papeete,Society Islands Airport
1985,MPA,-17.6342,24.1806,Mpacha,Mpacha Airport
1986,MPH,11.9,121.917,Caticlan,Malay
1987,MPL,43.5807,3.96039,Mauguio,Frejorgues Airport
1988,MPM,-25.9211,32.5694,Maputo,Maputo Airport
1989,MPN,-51.8222,-58.4417,Mount Pleasant,Mount Pleasant Airport
1990,MQF,53.45,59.0667,Chelyabinsk,Magnitogorsk
1991,MQL,-34.2308,142.084,Mildura,Mildura Airport
1992,MQM,37.2233,40.6317,Mardin,Mardin
1993,MQN,66.3643,14.3035,Skonseng,Rossvoll Airport
1994,MQP,-25.5,30.9167,Nelspruit,Nelspruit Airport
1995,MQT,46.3501,-87.3871,Marquette,Sawyer International Airport
1996,MQX,13.4667,39.5167,Makale,Makale
1997,MRA,32.3325,15.0617,Misratah,Misurata Airport
1998,MRD,8.5853,-71.1597,Ejido,Alberto Carnevalli Airport
1999,MRE,-1.3944,35.0089,Mara Lodges,Mara Serena Airport
2000,MRS,43.4411,5.22087,Marignane,Marignane Airport
2001,MRU,-20.4272,57.6767,Mahebourg,Plaisance International Airport
2002,MRV,44.2026,43.1352,Mineralnye Vody,Mineral'nyye Vody
2003,MRY,36.5872,-121.851,Monterey,Monterey Peninsula Airport
2004,MRZ,-29.494,149.851,Moree,Moree Airport
2005,MSA,53.8333,-92,Muskrat Dam,Muskrat Dam
2006,MSE,51.3448,1.35733,Manston,Kent International Airport
2007,MSJ,40.7053,141.361,Misawa-shi,Misawa Airport
2008,MSL,34.7439,-87.6185,Muscle Shoals,Muscle Shoals Regional Airport
2009,MSN,43.1351,-89.3465,Madison,Dane County Regional Airport-Truax Field
2010,MSO,46.9192,-114.084,Missoula,Missoula International Airport
2011,MSP,44.8793,-93.1987,St. Paul,Minneapolis St Paul International Airport
2012,MSQ,53.8873,28.0344,Minsk,Velikiydvor Airport
2013,MSR,38.7472,41.6589,Mush,Mus Airport
2014,MSS,44.9326,-74.8535,Massena,Massena International Airport
2015,MST,50.9157,5.76967,Maastricht-Airport,Maastricht Airport
2016,MSU,-29.4581,27.5556,Maseru,Maseru Moshoeshoe Airport
2017,MSW,15.6,39.4333,Massawa,Massawa
2018,MSY,29.983,-90.2569,Kenner,New Orleans International Airport
2019,MSZ,-15.1972,12.1551,Namibe,Namibe
2020,MTJ,38.5003,-107.899,Montrose,Montrose Regional Airport
2021,MTM,55.1333,-131.583,Metlakatla,Metlakatla Sea Plane Base
2022,MTR,8.8306,-75.8247,Los Garzones,Los Garzones Airport
2023,MTS,-26.5204,31.3146,Manzini,Matsapa International Airport
2024,MTT,18.0833,-94.5961,Minatitlan,Minatitlan Airport
2025,MTV,-13.8167,167.7,Mota Lava,Mota Lava
2026,MTY,25.7783,-100.107,Pesquería,Gen Mariano Escobedo International Airport
2027,MUA,-8.3272,157.261,Munda,Munda Airport
2028,MUB,-19.9708,23.4306,Maun,Maun Airport
2029,MUC,48.354,11.7816,Oberding,Franz-Josef-Strauss Airport
2030,MUE,19.9983,-155.675,Kamuela,Waimea Kohala Airport
2031,MUH,31.3253,27.2208,Marsa Matruh,Mersa Matruh Airport
2032,MUK,-20.1333,-157.35,Mauke Island,Mauke Island
2033,MUN,9.7514,-63.1528,Aguasay,Maturin Airport
2034,MUR,4.175,114.33,Miri,Marudi Airport
2035,MUX,30.2028,71.4181,Multan,Multan Airport
2036,MUZ,-1.77227,33.9811,Musoma,Mara
2037,MVB,-1.6569,13.4397,Franceville,Franceville Mvengue Airport
2038,MVD,-34.8291,-56.0323,Montevideo,Carrasco International Airport
2039,MVP,1.13333,-70.05,Mitu,Mitu Airport
2040,MVR,10.4533,14.2564,Maroua,Maroua Salak Airport
2041,MVS,-18.0492,-39.8653,Mucuri,Aeroporto Max Feffer
2042,MVT,-17.6902,-149.376,Mataiva,French Polynesia
2043,MVY,41.3895,-70.6112,Vineyard Haven,Marthas Vineyard Airport
2044,MWA,37.7467,-89.0104,Marion,Williamson County Regional Airport
2045,MWF,-15.1609,168.145,Maewo,Vanuatu
2046,MWN,-3.59224,33.5603,Mwadui,Mwadui
2047,MWQ,20.1403,94.928,Magwe,Magwe
2048,MWZ,-2.4469,32.9286,Ilemera,Mwanza Airport
2049,MXH,-6.65619,145.859,Moro,Papua New Guinea
2050,MXL,32.6308,-115.242,Mexicali,Gen Rodolfo Sanchez T International Airport
2051,MXM,-21.7506,43.3742,Morombe,Morombe Airport
2052,MXN,48.5987,-3.81735,Morlaix,Ploujean Airport
2053,MXP,45.6314,8.72284,Cardano al Campo,Malpensa International Airport
2054,MXT,-27.2167,-65.1333,Maintirano,Maintirano
2055,MXV,49.663,100.094,Mörön,Moron Airport
2056,MXX,60.9586,14.5049,Mora,Siljan Airport
2057,MXZ,24.35,116.133,Meixian,Meixian
2058,MYA,-35.8983,150.147,Bingie,Moruya Aerodrome
2059,MYD,-3.2261,40.1006,Mombasa,Malindi Airport
2060,MYE,34.0726,139.56,Miyake-mura,Miyakejima Airport
2061,MYG,22.3706,-72.9481,Abraham Bay,Miltary & Civil Airport
2062,MYI,-9.91682,144.051,Murray Island,Murray Island
2063,MYJ,33.8276,132.7,Matsuyama-shi,Matsuyama Airport
2064,MYL,44.8968,-116.096,Mccall,Mccall Airport
2065,MYR,33.6821,-78.9228,Myrtle Beach,Myrtle Beach International Airport
2066,MYT,25.3844,97.3553,Myitkyina,Myitkyina Airport
2067,MYU,60.3906,-166.191,Mekoryuk,Mekoryuk
2068,MYW,-10.3342,40.1808,Ziwani,Mtwara Airport
2069,MYY,4.3256,113.984,Miri,Miri Airport
2070,MZG,23.5631,119.634,Makung City,Magong Airport
2071,MZH,40.8303,35.5202,Merzifon,Merzifon
2072,MZI,14.5206,-4.0872,Mopti,Mopti Barbe Airport
2073,MZL,5.0322,-75.4708,Villamaría,La Nubia Airport
2074,MZO,20.2861,-77.0864,Manzanillo,Manzanillo Airport
2075,MZR,36.7042,67.2083,Mazar-i-Sharif,Mazar I Sharif Airport
2076,MZT,23.1625,-106.274,Mazatlán,General Rafael Buelna International Airport
2077,MZV,4.03333,114.8,Mulu,Mulu Airport
2078,NAA,-30.3208,149.826,Bohena Creek,Narrabri Airport
2079,NAC,-36.9803,140.728,Naracoorte,Naracoorte Airport
2080,NAG,21.0917,79.0486,Nagpur,Sonegaon Airport
2081,NAJ,22.8799,72.5687,Nakhichevan,Nakhichevan
2082,NAN,-17.7558,177.446,Nadi,Nadi International Airport
2083,NAO,30.7556,106.057,Nanchong,Nanchong Airport
2084,NAP,40.8837,14.2815,Naples,Naples International Airport
2085,NAQ,77.5,-69.1667,Qaanaaq,Qaanaaq
2086,NAS,25.0406,-77.4719,Nassau,Nassau International Airport
2087,NAT,-5.84694,-35.2145,Natal,Augusto Severo International Airport
2088,NAU,-14.1667,-141.583,Napuka Island,Napuka Island
2089,NAV,32.5281,-87.2731,Nevsehir,Nevsehir
2090,NAW,6.5183,101.748,Narathiwat,Narathiwat Airport
2091,NBC,59.4615,108.832,Naberevnye Chelny,Russia
2092,NBO,-1.31697,36.9222,Nairobi,Jomo Kenyatta International Airport
2093,NBW,19.9093,-75.2076,Caimanera,Guantanamo Bay Naval Air Station
2094,NBX,-3.3617,135.494,Nabire,Nabire Airport
2095,NCA,21.9167,-71.9425,Bottle Creek Settlements,North Caicos Airport
2096,NCE,43.6638,7.21286,Nice,Nice-Cote d'Azur Airport
2097,NCL,55.0374,-1.70962,Newcastle,Newcastle International Airport
2098,NCN,60.0784,-148.017,New Chenega,Chenega
2099,NCU,42.4833,59.6333,Nukus,Nukus
2100,NCY,45.931,6.10666,Pringy,Meythet Airport
2101,NDB,20.9342,-17.0283,Port-Etienne,Nouadhibou Airport
2102,NDG,47.5167,112.133,Qiqihar,Qiqihar
2103,NDJ,12.1347,15.035,N'Djamena,Ndjamena Airport
2104,NDR,35.1678,-2.94411,Nador,Nador Airport
2105,NER,17.611,8.08095,Neryungri,Neryungri
2106,NEV,17.2,-62.6,Nevis,Newcastle Airport
2107,NFO,-15.6022,-175.614,,Niuafo'ou Airport
2108,NGB,29.8333,121.533,Jiangshan,Ningbo Airport
2109,NGE,7.3564,13.5614,Ngaoundéré,Ngaoundere Airport
2110,NGI,-18.0333,179.3,Ngau Island,Ngau Island
2111,NGO,34.8624,136.811,Tokoname-shi,Chubu International Airport
2112,NGS,32.9141,129.917,Omura-shi,Nagasaki Airport
2113,NHA,12.2333,109.2,Nha Trang,Nha-Trang Airport
2114,NHV,-8.79383,-140.223,Nuku Hiva,Marquesas Islands Airport
2115,NIB,45.9837,-108.028,Nikolai,Nikolai
2116,NIM,13.4817,2.1703,Niamey,Niamey Airport
2117,NIP,30.2342,-81.6753,Jacksonville,Jacksonville Naval Air Station
2118,NIU,21.3358,-157.919,Honolulu,Honolulu International Airport
2119,NJC,60.9518,76.4972,Nizhnevartovsk,Nizhnevartovsk Northwest Airport
2120,NKC,18.0975,-15.9478,Nouakchott,Nouakchott Airport
2121,NKG,32.0833,118.8,Nanjing,Nanjing Lukou International Airport
2122,NKI,55.8556,-133.183,Naukiti,Naukiti Airport
2123,NKM,35.2527,136.924,Toyoyama-cho,Nagoya Airport
2124,NLA,-12.9958,28.6631,Ndola,Ndola Airport
2125,NLD,27.4422,-99.5686,Nuevo Laredo,Quetzalcoatl International Airport
2126,NLF,-9.5925,143.773,Kubin Village,Darnley Island Airport
2127,NLG,56.0167,-161.15,Nelson Lagoon,Nelson Lagoon
2128,NLK,-29.0363,168.032,Kingston,Norfolk Island Airport
2129,NLV,47.05,31.9167,Mykolayiv,Nikolaev Airport
2130,NMA,40.9787,71.5677,Namangan,Namangan Airport
2131,NME,60.4723,-164.699,Nightmute,Nightmute Airport
2132,NNB,-10.8483,162.455,Santa Ana,Makira
2133,NNG,22.6183,108.179,Wuxu,Nanning-Wuyu Airport
2134,NNL,59.9717,-154.847,Nondalton,Nondalton
2135,NNM,67.6167,53.15,Naryan-Mar,Naryan-Mar
2136,NNT,18.8097,100.787,Nan,Nan Airport
2137,NNY,32.9959,112.527,Nanyang,Nanyang
2138,NOB,10.0053,-85.6625,Nosara,Nosara Beach Airport
2139,NOC,53.9133,-8.81129,Knock,Connaught Airport
2140,NOJ,63.5,75,Nojabrxsk,Nojabrxsk
2141,NOS,-13.3153,48.3103,Hell-Ville,Nosy Be Fascene Airport
2142,NOU,-22.0258,166.21,,La Tontouta Airport
2143,NOV,-12.8064,15.7572,Huambo,Huambo Airport
2144,NOZ,54.5183,86.9342,Novokuznetsk,Kemerovskaya Oblast
2145,NPE,-39.4689,176.867,Napier,Hawkes Bay Airport
2146,NPL,-39.0067,174.171,New Plymouth,New Plymouth Airport
2147,NQN,-38.9489,-68.1569,Neuquen,Neuquen Airport
2148,NQU,5.69889,-77.2765,Nuquí,Nuqui Airport
2149,NQY,50.4364,-5.01373,Newquay,St Mawgan Airport
2150,NRA,-34.6964,146.512,Narrandera,Narrandera Leeton Aerodrome
2151,NRK,58.5841,16.2338,Norrkoping,Kungsangen Airport
2152,NRN,51.6031,6.1417,Weeze,Airport Weeze
2153,NRT,35.7491,140.389,Narita-shi,Narita International Airport
2154,NSH,42.7584,-71.4642,Now Shahr,Now Shahr
2155,NSI,3.83168,11.5233,Yaounde,Nsimalen Airport
2156,NSK,69.3089,87.3351,Kansk,Norilsk Alykel Airport
2157,NSN,-41.2961,173.22,Nelson,Nelson Airport
2158,NST,8.4561,99.96,Phra Phrom,Nakhon Si Thammarat Airport
2159,NTE,47.1573,-1.60205,Bouguenais,Chateau Bougon Airport
2160,NTG,32.0155,120.84,Nantong,Nantong Airport
2161,NTL,-32.7985,151.837,Ferodale,Williamtown Airport
2162,NTN,-17.7,141.067,Normanton,Normanton
2163,NTQ,37.2917,136.957,Anamizu-machi,Noto Airport
2164,NTT,-15.9481,-173.736,Niuatoputapu,Niuatoputapu Airport
2165,NUE,49.4946,11.0785,Nuremberg,Nurnberg Airport
2166,NUI,70.2167,-150.917,Nuiqsut,Nuiqsut
2167,NUK,-19.0861,-139,Nukutavake,Nukutavake
2168,NUL,64.7134,-158.077,Nulato,Nulato Airport
2169,NUP,60.897,-162.453,Nunapitchuk,Alaska
2170,NUS,45.7396,7.46666,Norsup,Norsup
2171,NUX,65.9549,78.3955,Novy Urengoy,Urengoy Airport
2172,NVA,2.93333,-75.2833,Neiva,Neiva Lamarguita Airport
2173,NVI,40.1155,65.19,Navoi,Navoi Airport
2174,NVK,68.4431,17.3941,Narvik,Framnes Airport
2175,NVR,58.5167,31.3,Novgorod,Novgorod
2176,NVT,-26.8797,-48.6481,Navegantes,Ministro Victor Konder International Airport
2177,NWA,6.47748,11.0726,Moheli,Moheli
2178,NWI,52.6704,1.27648,Norwich,Norwich Airport
2179,NYA,44.7718,-93.9263,Norwood Young America,Norwood Young America
2180,NYK,-0.0583,37.0369,Nyeri,Nanyuki Airport
2181,NYM,65.6179,72.6856,Nadym,Nadym Airport
2182,NYO,58.7833,16.9224,Nykoping,Skavsta Airport
2183,NYU,21.1814,94.9347,Nyaung-u,Nyaung U Airport
2184,NZH,49.6,117.433,Manzhouli,Manzhouli
2185,OAG,-32.3833,149.132,Arthurville,Springhill Airport
2186,OAJ,34.8307,-77.6053,Richlands,Albert J Ellis Airport
2187,OAK,37.7158,-122.209,Oakland,Oakland International Airport
2188,OAM,-44.9679,171.086,Oamaru,Oamaru Airport
2189,OAX,16.9986,-96.7264,San Bernardo Mixtepec,Xoxocotlan Airport
2190,OBN,56.4638,-5.3973,Oban,Oban Connel Airport
2191,OBO,42.7343,143.216,Obihiro-shi,Obihiro Airport
2192,OBU,66.9148,-156.878,Kobuk,Kobuk Airport
2193,OBX,-7.58333,141.333,Obo,Obo
2194,OCC,-0.46532,-76.979,Chontapunta,Coca Airport
2195,ODN,2.91165,112.609,Long Seridan,Sarawak
2196,ODS,46.4402,30.6764,Odesa,Odessa Central Airport
2197,ODW,48.2517,-122.68,Oak Harbor,Oak Harbor Airpark
2198,ODY,20.5833,104.167,Oudomxay,Oudomxay
2199,OER,63.4113,18.9916,Husum,Ornskoldsvik Airport
2200,OFI,9.6,-4.03333,Ouango Fitini,Ouango Fitini
2201,OGG,20.8926,-156.441,Kahului,Kahului Airport
2202,OGN,24.4674,122.979,Yonaguni-cho,Yonaguni Airport
2203,OGS,44.6782,-75.4765,Ogdensburg,Ogdensburg International Airport
2204,OGX,35.8764,7.25695,Ouargla,Ain Beida
2205,OGZ,43.2065,44.6105,Mozdok,Ordzhonikidze North Airport
2206,OHD,41.1806,20.7431,Ohrid,Ohrid Airport
2207,OHE,53.6321,10.0042,Hamburg,Hamburg Airport
2208,OHO,59.4103,143.062,Okhotsk,Okhotsk Airport
2209,OIM,34.7828,139.361,Oshima-machi,Oshima Airport
2210,OIT,33.4801,131.737,Kunisaki-shi,Oita Airport
2211,OKA,24.8289,125.146,Naha-shi,Shimojishima Airport
2212,OKC,35.3981,-97.5974,Oklahoma City,Will Rogers World Airport
2213,OKD,43.1162,141.382,Sapporo-shi,Okadama Airport
2214,OKJ,34.7579,133.855,Okayama-shi,Okayama Airport
2215,OKR,36.6159,-85.1253,Yorke Island,Yorke Island
2216,OKY,-27.4086,151.738,Oakey,Oakey Aerodrome
2217,OLA,63.696,9.60463,Orland,Orland Airport
2218,OLB,40.8994,9.51616,Terranova,Olbia Costa Smeralda Airport
2219,OLF,48.0964,-105.575,Wolf Point,L. M. Clayton Airport
2220,OLH,62.8903,-149.054,Old Harbor,Alaska
2221,OLJ,-16.2368,167.492,Olpoi,Malampa
2222,OLP,-30.484,136.878,Roxby Downs,Olympic Dam Aerodrome
2223,OMA,41.3,-95.8998,Omaha,Eppley Airfield
2224,OMB,-1.5778,9.25386,Omboue,Omboué
2225,OMC,11.0611,124.563,Ormoc,Ormoc Airport
2226,OMD,-28.5956,16.4436,Oranjemund,Oranjemund Airport
2227,OME,64.5125,-165.445,Nome,Nome Airport
2228,OMH,37.6694,45.0703,Urmieh,Uromiyeh Airport
2229,OMO,43.2836,17.8467,Mostar,Mostar Airport
2230,OMR,47.0249,21.9292,Oradea-Mare,Oradea Airport
2231,OMS,54.9634,73.3068,Omsk,Omsk Southwest Airport
2232,OND,-17.8783,15.95,Ondangwa,Ondangwa Airport
2233,ONG,-16.565,139.434,Mornington,Mornington Island Airport
2234,ONJ,40.1931,140.366,Kitakita-shi,Odate-Noshiro Airport
2235,ONL,42.4655,-98.6866,O'neill,The Oneill Municipal Airport
2236,ONT,34.062,-117.594,Ontario,Ontario International Airport
2237,OOK,60.5334,-165.114,Toksook Bay,Toksook Bay
2238,OOL,51.188,5.94811,Gold Coast,Gold Coast (Coolangatta)
2239,OPF,25.9023,-80.2677,Opa-Locka,Opa Locka Airport
2240,OPO,41.2372,-8.67341,Maia,Porto Airport
2241,OPS,-11.8733,-55.5733,Sinop,Sinop Airport
2242,OPU,-8,142.906,Balimo,Balimo
2243,ORB,59.2279,15.0455,Orebro,Orebro Airport
2244,ORD,41.9796,-87.8825,Chicago,Chicago O'Hare International Airport
