"","city","latitude","longitude","price"
"658","Atyrau",47.121944,51.821389,204
"659","Jizan",16.901111,42.585833,205
"660","Sfax",34.718056,10.691111,206
"661","Mangalore",12.961389,74.89,206
"662","Abidjan",5.261389,-3.926389,207
"663","Osh",40.608889,72.793333,207
"664","Abha",18.240278,42.656667,207
"665","Las Vegas",36.08,-115.15222,208
"666","Tashkent",41.257778,69.281111,209
"667","Baghdad",33.2625,44.234444,210
"668","Erbil",36.237778,43.963056,210
"669","Punta Gorda",26.917778,-81.995278,210
"670","Tampa",27.975556,-82.533333,211
"671","Khartoum",15.589444,32.553056,211
"672","Pointe-à-Pitre",16.265278,-61.531944,211
"673","Johnstown",40.316111,-78.833889,211
"674","Sovetsky",61.325278,63.603611,211
"675","Al-Qassim Region",26.302778,43.773889,211
"676","Denver",39.861667,-104.67306,212
"677","Fergana",40.361389,71.744722,213
"678","Lafayette",30.205278,-91.9875,216
"679","Leh",34.135833,77.546389,216
"680","Petropavl",54.774444,69.183889,216
"681","Kochi",10.151944,76.401944,217
"682","Durham, England",54.509167,-1.429444,217
"683","Atlanta",33.636667,-84.428056,217
"684","Little Rock",34.729444,-92.224444,220
"685","Yanbu",24.144167,38.063333,220
"686","Nakhchivan",39.188889,45.458333,221
"687","Montego Bay",18.503611,-77.913333,221
"688","Ashgabat",37.986944,58.360833,221
"689","Zanzibar",-6.221944,39.225,221
"690","Mombasa",-4.028056,39.599722,221
"691","Al Bahah",20.296111,41.634167,221
"692","Los Angeles",33.9425,-118.40806,221
"693","Bordj Badji Mokhtar",21.3775,0.923611,222
"694","Nagpur",21.092222,79.047222,222
"695","Chandigarh",30.673333,76.788611,223
"696","Stokmarknes",68.581111,15.021111,223
"697","Sharurah",17.466944,47.121389,223
"698","Ust-Tsilma",65.433333,52.201667,223
"699","Udachny",66.400556,112.030278,223
"700","Asheville",35.436111,-82.541944,224
"701","Ludhiana",30.854167,75.953611,224
"702","Linz",48.233333,14.1875,224
"703","Kristianstad",55.921667,14.085556,225
"704","Lar",27.673056,54.387222,225
"705","Raleigh",35.877778,-78.7875,225
"706","San Antonio",29.533611,-98.469722,225
"707","Harlingen",26.228611,-97.654444,225
"708","Salalah",17.038611,54.091389,226
"709","Islamabad",33.55126,72.826754,226
"710","Navoiy",40.116389,65.165833,226
"711","Nouakchott",18.097778,-15.948056,226
"712","Owensboro",37.74,-87.166944,226
"713","Urgench",41.584167,60.641667,227
"714","Fort Myers",26.536111,-81.755278,227
"715","Dallas",32.896944,-97.038056,227
"716","Hyderabad",17.231111,78.431389,228
"717","Bugulma",54.635278,52.799167,228
"718","Allahabad",25.44,81.733889,228
"719","West Palm Beach",26.683056,-80.095556,228
"720","Kiruna",67.821944,20.336667,229
"721","Hammerfest",70.679167,23.666111,229
"722","Greensboro",36.097778,-79.937222,229
"723","Abakan",53.74,91.385,229
"724","Jacksonville",30.494167,-81.687778,229
"725","Albany",42.748333,-73.801667,230
"726","Houston",29.984444,-95.341389,230
"727","Alderney",49.706944,-2.215556,231
"728","Sohag",26.342778,31.742778,231
"729","Ha il",27.438056,41.686389,232
"730","Pathankot",32.2237,75.6364,232
"731","Buffalo",42.940556,-78.732222,232
"732","Minneapolis",44.881944,-93.221667,232
"733","Syracuse",43.111111,-76.106389,232
"734","Norrköping",58.586111,16.248611,233
"735","Papa Westray",59.351389,-2.9,233
"736","Massena",44.935833,-74.845556,233
"737","North Ronaldsay",59.3675,-2.434444,233
"738","Sarasota",27.395556,-82.554444,233
"739","Richmond",37.505278,-77.319722,233
"740","Vorkuta",67.489167,63.995556,233
"741","Destin",30.486667,-86.52,233
"742","Isfahan",32.751667,51.869722,234
"743","Ranchi",23.314167,85.321667,234
"744","Varadero",23.034444,-81.435278,235
"745","New Orleans",29.993333,-90.258056,235
"746","Trenton",40.276944,-74.811944,235
"747","Milwaukee",42.947222,-87.896667,235
"748","Kotlas",61.236111,46.698889,235
"749","Knoxville",35.811111,-83.994167,235
"750","Lahore",31.521667,74.403611,235
"751","Jammu",32.689167,74.8375,235
"752","Decatur",39.834444,-88.865556,235
"753","Pensacola",30.473333,-87.186667,235
"754","Quincy",39.940833,-91.194444,235
"755","Lucknow",26.760556,80.889444,236
"756","Esbjerg",55.525833,8.553333,236
"757","Coimbatore",11.03,77.043333,236
"758","Bengaluru",13.198889,77.705556,236
"759","Myrtle Beach",33.679722,-78.928333,236
"760","Srinagar",33.987222,74.774167,236
"761","Burlington",40.779444,-91.1225,236
"762","Krabi",8.095833,98.988889,237
"763","Varanasi",25.452222,82.859444,237
"764","Cincinnati",39.048889,-84.667778,237
"765","Kirksville",40.093611,-92.544444,237
"766","Mehamn",71.028611,27.826944,238
"767","Vadodara",22.336111,73.226389,239
"768","Peshawar",33.993889,71.514444,239
"769","San Francisco",37.618889,-122.39167,239
"770","Raipur",21.180278,81.738889,239
"771","Lebanon",43.627778,-72.307222,239
"772","Birmingham",33.563056,-86.753611,239
"773","Bisha",19.984444,42.620833,240
"774","Indianapolis",39.717222,-86.294444,240
"775","Kolkata",22.654722,88.446667,240
"776","Ta if",21.483333,40.544444,240
"777","Cape Girardeau",37.225278,-89.570833,240
"778","Madurai",9.834444,78.093333,241
"779","Nashville",36.124444,-86.678333,241
"780","Nukus",42.486667,59.622778,241
"781","Mirny",62.534722,114.038889,241
"782","Marion",37.751389,-89.016667,241
"783","Multan",30.203333,71.419167,242
"784","Wadi ad-Dawasir",20.504167,45.199444,242
"785","Bandar Abbas",27.218611,56.377778,242
"786","Aswan",23.964444,32.82,243
"787","Dehradun",30.189722,78.180278,243
"788","Guwahati",26.106111,91.585833,243
"789","Jodhpur",26.251111,73.048889,244
"790","Rutland City",43.529444,-72.949722,244
"791","Brive-la-Gaillarde",45.04002,1.484675,244
"792","Saranac Lake",44.385278,-74.206111,244
"793","Jackson",32.311111,-90.075833,244
"794","Charlotte",35.213889,-80.943056,244
"795","Kansas City",39.2975,-94.713889,244
"796","Omaha",41.303056,-95.894167,244
"797","Grand Rapids",42.880833,-85.522778,244
"798","Agra",27.155833,77.960833,245
"799","Bukhara",39.766389,64.48,245
"800","Punta Cana",18.5675,-68.363333,245
"801","Norfolk",36.894722,-76.201111,245
"802","Columbus",39.998056,-82.891944,245
"803","Portland",43.646111,-70.309167,245
"804","Quebec City",46.791111,-71.393333,245
"805","Samarkand",39.700556,66.984722,245
"806","Phoenix",33.434167,-112.01167,245
"807","São Filipe",14.886667,-24.481944,246
"808","Singapore",1.359167,103.989444,246
"809","Jezkazgan",47.71,67.740278,247
"810","Cancún",21.036667,-86.877222,247
"811","Patna",25.591389,85.088056,247
"812","Cleveland",41.411667,-81.849722,247
"813","Blagoveshchensk",50.425278,127.4125,247
"814","Chittagong",22.249722,91.813333,248
"815","Burlington",44.471944,-73.153333,248
"816","Visakhapatnam",17.721111,83.224444,248
"817","Jonesboro",35.833056,-90.649444,248
"818","Hubli",15.361667,75.086944,248
"819","Bhopal",23.2875,77.3375,249
"820","Abadan",30.371111,48.228333,249
"821","Bandar Lengeh",26.531389,54.8275,249
"822","Huntsville",34.637222,-86.775,249
"823","Muskegon",43.169444,-86.238333,249
"824","Ahvaz",31.3375,48.760278,249
"825","Greenville",34.895556,-82.218889,250
"826","Austin",30.194444,-97.67,250
"827","Jaipur",26.824167,75.812222,251
"828","Atlantic City",39.4575,-74.577222,251
"829","Khasab",26.171111,56.240556,251
"830","Vijayawada",16.530556,80.796944,252
"831","Savannah",32.1275,-81.202222,252
"832","São Nicolau",16.588611,-24.284167,252
"833","Mumbai",19.088611,72.868056,253
"834","Jackson",35.6025,-88.913889,253
"835","Gwalior",26.293333,78.227778,254
"836","Rochester",43.118889,-77.6725,254
"837","Augusta",44.318056,-69.796944,254
"838","Bloomington",40.477222,-88.915833,254
"839","Oklahoma City",35.393056,-97.600833,254
"840","Yakutsk",62.093333,129.770556,254
"841","Båtsfjord",70.600278,29.6925,254
"842","Honningsvåg",71.009722,25.980278,255
"843","Bhubaneswar",20.244444,85.817778,255
"844","Neryungri",56.911389,124.903056,255
"845","Islip",40.795278,-73.100278,255
"846","Tiruchirappalli",10.765278,78.709722,255
"847","Kish Island",26.5275,53.979167,255
"848","Ontario",34.056111,-117.60111,255
"849","Memphis",35.0425,-89.976667,255
"850","Aurillac",44.8975,2.416667,256
"851","Louisville",38.174444,-85.736111,256
"852","Mason City",43.155833,-93.335833,256
"853","Ironwood",46.527778,-90.132778,256
"854","Durgapur",23.624167,87.242222,257
"855","Vladivostok",43.398889,132.148056,257
"856","Colombo",7.180278,79.885278,258
"857","Qaisumah",28.335278,46.125,258
"858","Jaisalmer",26.888611,70.865,258
"859","Stronsay",59.155278,-2.641944,258
"860","Westray",59.350278,-2.95,258
"861","Udaipur",24.617778,73.896111,259
"862","Rajahmundry",17.11,81.819444,259
"863","Bangkok",13.9125,100.606667,259
"864","Dushanbe",38.543333,68.825,259
"865","Harrisburg",40.193611,-76.763333,259
"866","Allentown",40.652222,-75.440833,259
"867","Hamilton",43.161944,-79.928056,260
"868","Beijing",40.08,116.584444,260
"869","Dhaka",23.843333,90.397778,261
"870","Sylhet",24.963333,91.866667,261
"871","Al Jawf Region",29.785,40.1,261
"872","Philadelphia",39.871944,-75.241111,261
"873","Pune",18.582222,73.919722,261
"874","Eday",59.190556,-2.772222,261
"875","Zouérat",22.757778,-12.476111,261
"876","Termez",37.286667,67.31,262
"877","Lexington",38.036389,-84.605833,262
"878","Tupelo",34.268056,-88.77,262
"879","Fayetteville",34.99,-78.883056,263
"880","Wilmington",34.270556,-77.9025,263
"881","Dharamshala",32.165278,76.260556,264
"882","Provincetown",42.072778,-70.220278,264
"883","Madison",43.139722,-89.3375,264
"884","Rockland",44.059444,-69.099722,264
"885","Seattle",47.448889,-122.30944,264
"886","Salt Lake City",40.788333,-111.97778,265
"887","Al Wajh",26.198611,36.476389,265
"888","Tirupati",13.6325,79.543333,266
"889","Long Beach",33.817778,-118.15167,266
"890","Fresno",36.776111,-119.71806,267
"891","Ürümqi",43.907222,87.474167,267
"892","Fort Dodge",42.551111,-94.191944,268
"893","Yerbogachen",61.275,108.03,268
"894","Gorno-Altaysk",51.969167,85.836389,268
"895","Iron Mountain",45.816667,-88.116667,268
"896","Dawadmi",24.45,44.121111,268
"897","Ulaanbaatar",47.843056,106.766667,268
"898","Trollhättan",58.318056,12.345,269
"899","Stockton",37.894167,-121.23833,269
"900","Rahim Yar Khan",28.383889,70.279444,269
"901","Sukkur",27.721389,68.793056,269
"902","Worcester",42.266667,-71.874167,270
"903","Eskişehir",39.81,30.516944,271
"904","Monterrey",25.778611,-100.10694,271
"905","Panjgur",26.9545,64.1325,272
"906","San Jose",37.3625,-121.92889,272
"907","Qarshi",38.801944,65.774722,272
"908","South Bend",41.704722,-86.313056,272
"909","Bar Harbor",44.446667,-68.361389,274
"910","Colorado Springs",38.805833,-104.70083,274
"911","Belgaum",15.859167,74.618333,274
"912","Portsmouth",43.078056,-70.823333,274
"913","Dar es Salaam",-6.878056,39.2025,274
"914","Tucson",32.116111,-110.94111,274
"915","Turbat",25.986389,63.030278,275
"916","Halifax",44.886944,-63.512778,275
"917","Toluca",19.336944,-99.566111,275
"918","Arar",30.906667,41.138333,275
"919","San Diego",32.733611,-117.18972,275
"920","Ciudad Juárez",31.636111,-106.42861,275
"921","Portland",45.588611,-122.5975,275
"922","Clarksburg",39.296667,-80.228056,275
"923","Lewisburg",37.856111,-80.401944,275
"924","Silchar",24.913056,92.978611,276
"925","Mexico City",19.436389,-99.072222,276
"926","Norilsk",69.311111,87.332222,276
"927","Aruba",12.501389,-70.015278,276
"928","Petropavlovsk-Kamchatsky",53.169444,158.450833,276
"929","Springfield",39.844167,-89.677778,276
"930","Ahmedabad",23.077222,72.634722,277
"931","Niagara Falls",43.107222,-78.946111,277
"932","Kabul",34.565833,69.2125,278
"933","Hartford",41.938889,-72.683333,278
"934","León",20.993333,-101.48083,278
"935","Latrobe",40.275833,-79.404722,278
"936","San Salvador",13.440833,-89.055833,278
"937","Des Moines",41.534167,-93.657778,278
"938","Kirensk",57.772778,108.058611,279
"939","Bahawalpur",29.348056,71.718056,279
"940","Surat",21.114167,72.741667,280
"941","Concord",35.387778,-80.709167,280
"942","Ust-Kut",56.857222,105.731667,280
"943","Guadalajara",20.521667,-103.31111,280
"944","Kanpur",26.409102,80.409174,280
"945","Luanda",-8.858333,13.231111,280
"946","Akron",40.916111,-81.442222,280
"947","Jacksonville",34.827345,-77.612621,281
"948","San Pedro Sula",15.452778,-87.923611,281
"949","New Bern",35.073056,-77.043056,281
"950","Panama City",9.071389,-79.383333,281
"951","Cap-Haïtien",19.733056,-72.194722,281
"952","Saint Thomas",18.337222,-64.973333,281
"953","Sanday, Orkney",59.250278,-2.575,281
"954","Sialkot",32.535278,74.363889,282
"955","Chiang Mai",18.771389,98.962778,282
"956","Namangan",40.985,71.556944,282
"957","Augusta",33.37,-81.964444,282
"958","Kuala Lumpur",2.745556,101.714722,282
"959","Faisalabad District",31.365,72.994722,282
"960","Goa",15.380833,73.831389,283
"961","Nassau",25.038889,-77.466111,283
"962","Bellingham",48.792778,-122.5375,283
"963","Burbank",34.200556,-118.35861,283
"964","Windsor",42.270556,-82.961944,283
"965","Indore",22.721667,75.801111,284
"966","Chattanooga",35.035278,-85.203889,284
"967","Palm Springs",33.829722,-116.50667,284
"968","Magadan",59.911111,150.720556,284
"969","Flint",42.965556,-83.743611,284
"970","Hyannis",41.665556,-70.281389,284
"971","Fort Wayne",40.983056,-85.189722,284
"972","Merced",37.283333,-120.51667,284
"973","Tuxtla Gutiérrez",16.561944,-93.026111,285
"974","Qingdao",36.266111,120.374444,285
"975","Calgary",51.113889,-114.02028,285
"976","Manchester",42.9325,-71.435556,286
"977","Tripoli",32.663611,13.158889,286
"978","Yuzhno-Sakhalinsk",46.888611,142.7175,286
"979","Khabarovsk",48.528056,135.188333,286
"980","Fort Leonard Wood",37.741667,-92.140833,287
"981","Bermuda",32.364167,-64.678611,288
"982","Maio",15.155833,-23.213611,289
"983","Gorakhpur",26.741111,83.45,289
"984","Nantucket",41.253056,-70.060278,289
"985","Wichita",37.652778,-97.433056,290
"986","Elmira",42.16,-76.891667,290
"987","Addis Ababa",8.977778,38.799444,290
"988","Greenville",33.477222,-90.985,290
"989","Charlottesville",38.138611,-78.452778,291
"990","Muscle Shoals",34.746389,-87.61,291
"991","Tulsa",36.198333,-95.888056,291
"992","Medford",42.374167,-122.87361,291
"993","Khatanga",71.978056,102.4925,291
"994","Cartagena",10.4425,-75.513056,291
"995","Bridgetown",13.074722,-59.4925,291
"996","Basra",30.549167,47.662222,292
"997","Khajuraho Group of Monuments",24.817222,79.918611,292
"998","Bhavnagar",21.752222,72.185278,292
"999","Prescott",34.654444,-112.41972,292
"1000","Puebla",19.158056,-98.371389,292
"1001","San José",9.993889,-84.208889,292
"1002","Aurangabad",19.862778,75.398056,293
"1003","Jabalpur",23.177778,80.051944,293
"1004","Kingston",17.935556,-76.7875,293
"1005","Mashhad",36.234167,59.645,294
"1006","Jessore",23.183889,89.160833,294
"1007","Saidpur",25.759167,88.908889,294
"1008","Cayo Coco",22.461111,-78.328333,294
"1009","Podkamennaya Tunguska",61.593056,90.0025,294
"1010","Agatti Island",10.823611,72.176111,294
"1011","Victoria",28.8525,-96.918611,294
"1012","Rafha",29.626389,43.490556,295
"1013","McCook",40.207778,-100.59278,295
"1014","Veracruz",19.145833,-96.187222,295
"1015","Bharatpur",27.678056,84.428056,295
"1016","Bhuj",23.287778,69.670278,295
"1017","Port-au-Prince",18.58,-72.2925,295
"1018","Chadron",42.835,-103.09861,295
"1019","Sacramento",38.695556,-121.59083,295
"1020","Alliance",42.051944,-102.80778,295
"1021","Phuket City",8.112222,98.305278,296
"1022","Bagdogra",26.681111,88.328611,296
"1023","Malé",4.191667,73.529167,296
"1024","Santo Domingo",18.429722,-69.668889,296
"1025","Erie",42.081944,-80.176111,297
"1026","Chongqing",29.719444,106.641944,297
"1027","Rochester",43.910278,-92.496667,298
"1028","Alamosa",37.4375,-105.86639,298
"1029","Albuquerque",35.040556,-106.60944,298
"1030","Salina",38.790833,-97.652222,298
"1031","El Paso",31.8025,-106.39833,298
"1032","Nairobi",-1.319167,36.927778,299
"1033","Ordos City",39.492222,109.863056,299
"1034","Zhob",31.358333,69.463611,299
"1035","Saint Croix",17.701944,-64.798611,299
"1036","Dera Ghazi Khan",29.960556,70.485278,300
"1037","Lüliang",37.681389,111.1425,300
"1038","Aguadilla",18.495,-67.129444,300
"1039","San Luis Potosí",22.254167,-100.93083,300
"1040","Lensk",60.722778,114.821944,300
"1041","Columbia",33.938889,-81.119444,300
"1042","Port Blair",11.641111,92.729722,300
"1043","Changchun",43.996111,125.685278,300
"1044","Provo",40.218889,-111.7225,300
"1045","Quetta",30.251389,66.937778,301
"1046","Villahermosa",17.996944,-92.8175,301
"1047","Pueblo",38.289167,-104.49667,301
"1048","Siddharthanagar",27.505833,83.416389,301
"1049","Newport News",37.131944,-76.493056,302
"1050","Biratnagar",26.4825,87.266667,302
"1051","Dibrugarh",27.483333,95.016667,302
"1052","Taiyuan",37.746944,112.628333,303
"1053","Kuantan",3.780833,103.209444,303
"1054","Reynosa",26.008889,-98.228611,303
"1055","Khujand",40.215278,69.694722,303
"1056","Winnipeg",49.91,-97.24,303
"1057","Accra",5.605278,-0.166667,304
"1058","Chiang Rai Province",19.952222,99.883056,304
"1059","Ogdensburg",44.681944,-75.465833,304
"1060","Bangor",44.8075,-68.828056,304
"1061","Scottsbluff",41.874167,-103.59556,304
"1062","Janakpur",26.708889,85.924167,304
"1063","Melbourne",28.102778,-80.645278,304
"1064","El Centro",32.835,-115.57472,304
"1065","Shenyang",41.639722,123.483333,304
"1066","Yantai",37.657222,120.987222,304
"1067","Daytona Beach",29.18,-81.058056,305
"1068","Dodge City",37.760278,-99.964167,305
"1069","Aguascalientes",21.705556,-102.31778,305
"1070","Rajkot",22.309167,70.779444,305
"1071","Vernal",40.443333,-109.51083,305
"1072","Tijuana",32.541111,-116.97028,305
"1073","Kalamazoo",42.235,-85.551944,305
"1074","Lansing",42.778611,-84.587222,305
"1075","Saginaw",43.531944,-84.0825,305
"1076","Gaya",24.744444,84.951111,306
"1077","Phitsanulok",16.783056,100.279167,306
"1078","Valdosta",30.7825,-83.276667,306
"1079","Westchester County, New York",41.066944,-73.7075,306
"1080","Penang",5.297222,100.276667,306
"1081","Al-`Ula",26.489722,38.105278,306
"1082","Pantnagar",29.031944,79.473611,306
"1083","Spokane",47.617222,-117.54,306
"1084","Eugene",44.124722,-123.21194,306
"1085","Havana",22.990278,-82.407778,307
"1086","Traverse City",44.741389,-85.582222,307
"1087","Mohenjodaro",27.335278,68.143056,307
"1088","Palenque",17.533889,-91.984722,307
"1089","Lagos",6.5775,3.321111,307
"1090","Tezpur",26.706667,92.778333,307
"1091","Seoul",37.469167,126.450556,307
"1092","Mexicali",32.630556,-115.24167,307
"1093","Conakry",9.576944,-13.611944,308
"1094","Surat Thani Province",9.136111,99.139167,308
"1095","Cedar Rapids",41.884722,-91.710833,308
"1096","Dalian",38.965556,121.538611,308
"1097","Pokhara",28.200556,83.981389,308
"1098","Hermosillo",29.095833,-111.04778,308
"1099","Siborong-Borong",2.259722,98.9875,308
"1100","Bushehr",28.949444,50.830278,308
"1101","Yinchuan",38.320999,106.389782,308
"1102","Santa Ana",33.675556,-117.86833,308
"1103","Sanya",18.302778,109.412222,308
"1104","Minot",48.259444,-101.28028,308
"1105","Shanghai",31.143333,121.805278,309
"1106","Saint Lucia",13.733333,-60.9525,309
"1107","Guangzhou",23.3925,113.298889,309
"1108","Johor Bahru",1.638889,103.670278,310
"1109","Cozumel",20.521667,-86.936944,310
"1110","Santiago de los Caballeros",19.406111,-70.604722,310
"1111","Zacatecas",22.897222,-102.68694,310
"1112","Kota Bharu",6.1675,102.291111,310
"1113","Langkawi",6.338611,99.732222,310
"1114","Alor Setar",6.194444,100.400833,310
"1115","Kuala Terengganu",5.381389,103.104722,310
"1116","Padang",-0.788734,100.281657,310
"1117","Hong Kong",22.308889,113.914722,310
"1118","State College",40.850556,-77.847222,310
"1119","Hat Yai",6.932778,100.395,311
"1120","Cox's Bazar",21.452222,91.963889,311
"1121","Narathiwat Province",6.523333,101.744722,311
"1122","Luoyang",34.741389,112.389444,311
"1123","Tepic",21.419444,-104.8425,311
"1124","Sault Ste. Marie",46.485,-84.509444,311
"1125","Puerto Vallarta",20.68,-105.25417,311
"1126","Colima",19.276944,-103.5775,311
"1127","Jining",35.293056,116.346667,311
"1128","Chumphon Province",10.711389,99.361667,312
"1129","Udon Thani",17.386389,102.788333,312
"1130","Kerman",30.274444,56.951111,312
"1131","Reno",39.499167,-119.76806,312
"1132","Pekanbaru",0.460833,101.444444,312
"1133","Sarnia",42.999444,-82.308889,312
"1134","Entebbe",0.0425,32.443611,313
"1135","Nakhon Si Thammarat Province",8.539722,99.944722,313
"1136","Torreón",25.568333,-103.41056,313
"1137","Tabriz",38.133889,46.235,313
"1138","Labuan",5.297222,115.2525,313
"1139","Karamay",45.466111,84.953889,314
"1140","Chengdu",30.578611,103.947222,314
"1141","Paducah",37.060278,-88.773056,314
"1142","Wilkes-Barre",41.338611,-75.723333,314
"1143","Diu",20.713889,70.921667,314
"1144","Fayetteville",36.281053,-94.304181,314
"1145","Korhogo",9.387222,-5.557222,314
"1146","Culiacán",24.764444,-107.47472,314
"1147","Da Lat",11.75,108.366667,315
"1148","Ghulja",43.955278,81.328889,315
"1149","Khon Kaen",16.464444,102.782222,315
"1150","Durango",24.124167,-104.52806,315
"1151","Santiago de Querétaro",20.617222,-100.18556,315
"1152","Phnom Penh",11.546667,104.844167,315
"1153","Gwadar",25.233333,62.329444,315
"1154","Moline",41.448611,-90.5075,315
"1155","Harbin",45.623333,126.250278,316
"1156","Dayton",39.9025,-84.219444,316
"1157","Kano",12.0475,8.524722,316
"1158","Chetumal",18.504722,-88.326944,316
"1159","Grand Cayman",19.292778,-81.357778,316
"1160","Fargo",46.920556,-96.815833,316
"1161","Santa Rosa",38.510556,-122.81028,316
"1162","San-Pédro, Ivory Coast",4.746667,-6.660833,316
"1163","Santa Barbara",34.426111,-119.84028,316
"1164","Hangzhou",30.229444,120.434444,317
"1165","Kullu",31.876667,77.154444,317
"1166","Loei Province",17.439167,101.721944,317
"1167","Duluth",46.842222,-92.193611,317
"1168","Lubbock",33.663611,-101.82278,317
"1169","Banda Aceh",5.523611,95.420278,317
"1170","London",43.035556,-81.153889,317
"1171","Greater Sudbury",46.625,-80.798889,317
"1172","San José del Cabo",23.151944,-109.72111,317
"1173","Ouagadougou",12.353333,-1.5125,317
"1174","Nanjing",31.741944,118.861944,317
"1175","Porbandar",21.648611,69.657222,318
"1176","Staunton, Virginia",38.261944,-78.898611,318
"1177","Ubon Ratchathani Province",15.251389,104.870278,318
"1178","Acapulco",16.756944,-99.753889,318
"1179","Ixtapa",17.601667,-101.46056,318
"1180","Morelia",19.85,-101.02556,318
"1181","Nakhon Phanom Province",17.385278,104.641944,318
"1182","Belleville",38.541111,-89.848889,318
"1183","Moab",38.760833,-109.7475,319
"1184","Springfield",37.245556,-93.388611,319
"1185","Miri",4.325278,113.988333,319
"1186","Gilgit",35.918889,74.333611,319
"1187","Shillong",25.703611,91.9775,319
"1188","Providenciales",21.773611,-72.265833,319
"1189","Tampico",22.296389,-97.865833,319
"1190","Sohar",24.386111,56.625556,320
"1191","Liberal",37.044167,-100.96,320
"1192","Lanzhou",36.516667,103.616667,320
"1193","Bintulu",3.124167,113.019722,320
"1194","Chihuahua",28.702778,-105.96444,320
"1195","Najaf",31.989722,44.404167,321
"1196","Taipei",25.077778,121.232778,321
"1197","Sukhothai Province",17.237778,99.818333,321
"1198","Macau",22.149444,113.591667,321
"1199","North Bay",46.363611,-79.422778,321
"1200","Mérida",20.936944,-89.657778,321
"1201","Grand Junction",39.123333,-108.52583,321
"1202","Ipoh",4.569167,101.093056,321
"1203","Palembang",-2.898333,104.7,321
"1204","Pattaya",12.679722,101.005,322
"1205","Ranong Province",9.7775,98.585556,322
"1206","Aizawl",23.838889,92.620278,322
"1207","La Paz",24.072778,-110.3625,322
"1208","Niamey",13.481111,2.176667,322
"1209","Gainesville",29.69,-82.271667,322
"1210","Roi Et Province",16.116667,103.773889,322
"1211","Buriram Province",15.226667,103.251111,322
"1212","Tobago",11.149722,-60.832222,322
"1213","Kandla",23.112778,70.100556,323
"1214","Changzhou",31.919444,119.778333,323
"1215","Medan",3.637778,98.871944,323
"1216","Key West",24.556111,-81.759444,323
"1217","Huatulco",15.775278,-96.2625,323
"1218","Bodaybo",57.866389,114.242222,323
"1219","Nan Province",18.807778,100.783333,323
"1220","Oaxaca",17.002778,-96.725,323
"1221","Rasht",37.323333,49.617778,323
"1222","Hefei",31.991111,116.989167,323
"1223","Timmins",48.569722,-81.376667,323
"1224","Wuhan",30.783889,114.208056,324
"1225","Guatemala City",14.584444,-90.527222,324
"1226","Kuching",1.484167,110.343889,324
"1227","Thunder Bay",48.371944,-89.323889,324
"1228","Pontianak",-0.150833,109.403889,324
"1229","Sihanoukville Province",10.579722,103.636944,324
"1230","Denpasar",-8.748056,115.167222,324
"1231","Bristol",36.475278,-82.4075,324
"1232","St. John s",47.618611,-52.751944,325
"1233","Bhadrapur, Mechi",26.570556,88.080278,325
"1234","Sakon Nakhon",17.195278,104.118611,325
"1235","Hargeisa",9.513889,44.083889,326
"1236","Ho Chi Minh City",10.818889,106.651944,326
"1237","Phrae Province",18.131667,100.164722,326
"1238","Green Bay",44.485556,-88.133889,326
"1239","Appleton",44.266667,-88.516667,326
"1240","Dimapur",25.8825,93.774444,326
"1241","Changzhi",36.2475,113.125833,326
"1242","Lower Prince's Quarter",18.040833,-63.108889,326
"1243","Nanchang",28.863889,115.902222,326
"1244","Peoria",40.664167,-89.693333,326
"1245","Rajshahi",24.437222,88.616389,327
"1246","Dongying",37.507778,118.789444,327
"1247","College Station",30.588611,-96.363889,327
"1248","Anshan",41.105556,122.856111,327
"1249","Bandar Seri Begawan",4.944167,114.928333,327
"1250","Jorhat",26.731667,94.175556,327
"1251","Ciudad Obregón",27.392778,-109.83306,327
"1252","Da Nang",16.043889,108.199444,328
"1253","San Juan",18.439444,-66.001944,328
"1254","Sibu",2.264167,111.9825,328
"1255","Ottawa",45.3225,-75.669167,328
"1256","Columbus",32.514444,-84.940278,328
"1257","Holguín",20.785556,-76.315,328
"1258","Camagüey",21.420278,-77.8475,328
"1259","Hanoi",21.221111,105.807222,328
"1260","Fredericton",45.868889,-66.53,328
"1261","Antigua",17.136667,-61.792778,329
"1262","São Paulo",-23.008056,-47.134722,329
"1263","Linyi",35.049444,118.411944,329
"1264","Lianyungang",34.571944,118.873889,329
"1265","Shijiazhuang",38.280556,114.697222,329
"1266","Baotou",40.560556,109.996389,329
"1267","Panama City",30.357778,-85.798889,329
"1268","Yangon",16.907222,96.133333,329
"1269","Sulaymaniyah",35.5625,45.315833,330
"1270","Korla",41.61511,86.141517,330
"1271","Ningbo",29.826667,121.461944,330
"1272","Puerto Plata",19.757778,-70.57,330
"1273","Plattsburgh",44.6525,-73.468889,330
"1274","Alpena",45.078056,-83.560278,330
"1275","Yiwu",29.345,120.0325,330
"1276","Jakarta",-6.125556,106.655833,330
"1277","Trang",7.508611,99.615833,331
"1278","Saint John",45.320556,-65.882222,331
"1279","Imphal",24.76,93.896667,331
"1280","Tallahassee",30.391667,-84.349722,331
"1281","Vancouver",49.193889,-123.18444,331
"1282","Kashgar",39.5425,76.02,332
"1283","Bole",44.895833,82.3,332
"1284","Jinghong",21.973056,100.763056,332
"1285","Nanning",22.608333,108.1725,332
"1286","Kota Kinabalu",5.937222,116.053056,332
